ID;İlçe Adı;Mahalle;Sokak;İhbar Tipi;Tahmini Zarar;Yangın Cinsi;Yangın Nedeni;Müdahale Eden Amirlik;İhbar Saati;Çıkış Tarihi;Olay Yerine Ulaşım Saati;Yangın Söndürme Saati;Geri Dönüş Saati
4293;SINDIRGI;EŞMEDERE;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Sındırgı Grup Amirliği;16.08.2019 14:20:00;16.08.2019 14:21:00;16.08.2019 14:45:00;16.08.2019 15:00:00;16.08.2019 15:30:00
4292;MANYAS;EŞEN;;DIGER;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Manyas Grup Amirliği;21.12.2019 10:10:00;21.12.2019 10:10:00;21.12.2019 10:20:00;21.12.2019 10:55:00;21.12.2019 11:05:00
4291;MANYAS;EŞEN;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Elektrik Kontağı;Manyas Grup Amirliği;03.11.2019 14:25:00;03.11.2019 14:26:00;03.11.2019 14:36:00;03.11.2019 15:25:00;03.11.2019 15:35:00
4290;MANYAS;EŞEN;;DIGER;BASLANGIC_HALINDE;Ot Yangını;Doğal Olaylar;Manyas Grup Amirliği;26.07.2019 10:29:00;26.07.2019 10:30:00;26.07.2019 10:40:00;26.07.2019 11:10:00;26.07.2019 11:22:00
4289;MANYAS;EŞEN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tedbirsizlik;Manyas Grup Amirliği;07.07.2019 11:55:00;07.07.2019 11:56:00;07.07.2019 12:09:00;07.07.2019 12:45:00;07.07.2019 13:00:00
4288;KEPSUT;EŞELER;;YUZ_ON_IKI_CAGRI;KISMEN;Orman Yangını;Dikkatsizlik;Kepsut Grup Amirliği;18.08.2019 16:59:00;18.08.2019 17:00:00;18.08.2019 17:20:00;18.08.2019 19:00:00;18.08.2019 19:25:00
4287;KEPSUT;EŞELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;İhmal;Kepsut Grup Amirliği;30.01.2019 17:54:00;30.01.2019 17:55:00;30.01.2019 18:05:00;30.01.2019 19:20:00;30.01.2019 19:32:00
4286;MANYAS;ESKİMANYAS;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Manyas Grup Amirliği;03.02.2019 14:19:00;03.02.2019 14:19:00;03.02.2019 14:29:00;03.02.2019 14:39:00;03.02.2019 14:49:00
4285;MANYAS;ESKİÇATAL;;YUZ_ON_IKI_CAGRI;TAMAMEN;Dam Yangını;Tedbirsizlik;Manyas Grup Amirliği;08.11.2019 15:56:00;08.11.2019 15:57:00;08.11.2019 16:10:00;08.11.2019 23:30:00;08.11.2019 23:40:00
4284;MANYAS;ESKİÇATAL;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Manyas Grup Amirliği;08.07.2019 14:37:00;08.07.2019 14:38:00;08.07.2019 14:44:00;08.07.2019 15:15:00;08.07.2019 15:20:00
4283;MANYAS;ESKİÇATAL;;YUZ_ON_IKI_CAGRI;TAMAMEN;Ev Yangını;Tedbirsizlik;Manyas Grup Amirliği;06.04.2019 13:44:00;06.04.2019 13:45:00;06.04.2019 13:53:00;06.04.2019 15:00:00;06.04.2019 15:09:00
4282;MANYAS;ESKİÇATAL;;DIGER;KISMEN;Anız Yangını;Kasıt;Manyas Grup Amirliği;08.10.2018 18:18:00;08.10.2018 18:19:00;08.10.2018 18:24:00;08.10.2018 18:50:00;08.10.2018 18:55:00
4281;MANYAS;ESKİÇATAL;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Manyas Grup Amirliği;17.07.2018 17:25:00;17.07.2018 17:26:00;17.07.2018 17:36:00;17.07.2018 18:10:00;17.07.2018 18:20:00
4280;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Sigara;Merkez Grup Amirliği;20.11.2019 11:41:00;20.11.2019 11:42:00;20.11.2019 11:46:00;20.11.2019 11:52:00;20.11.2019 12:00:00
4279;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;KISMEN;Elektrik Yangını;Elektrik Kontağı;Merkez Grup Amirliği;07.10.2019 09:50:00;07.10.2019 09:51:00;07.10.2019 09:55:00;07.10.2019 10:06:00;07.10.2019 10:13:00
4278;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Elektrik Yangını;Elektrik Kontağı;Merkez Grup Amirliği;07.10.2019 08:33:00;07.10.2019 08:34:00;07.10.2019 08:37:00;07.10.2019 08:43:00;07.10.2019 08:53:00
4277;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Tedbir Amaçlı;Arıza;Merkez Grup Amirliği;07.10.2019 06:22:00;07.10.2019 06:23:00;07.10.2019 06:25:00;07.10.2019 07:14:00;07.10.2019 07:19:00
4276;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Sigara;Merkez Grup Amirliği;04.10.2019 18:29:00;04.10.2019 18:30:00;04.10.2019 18:33:00;04.10.2019 18:37:00;04.10.2019 18:43:00
4275;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Elektrik Yangını;Elektrik Kontağı;Merkez Grup Amirliği;26.08.2019 18:24:00;26.08.2019 18:25:00;26.08.2019 18:27:00;26.08.2019 19:01:00;26.08.2019 19:05:00
4274;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Merkez Grup Amirliği;21.08.2019 09:53:00;21.08.2019 09:54:00;21.08.2019 09:56:00;21.08.2019 10:01:00;21.08.2019 10:05:00
4273;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Merkez Grup Amirliği;21.08.2019 01:32:00;21.08.2019 01:33:00;21.08.2019 01:36:00;21.08.2019 01:39:00;21.08.2019 01:43:00
4272;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Merkez Grup Amirliği;15.08.2019 01:27:00;15.08.2019 01:28:00;15.08.2019 01:31:00;15.08.2019 01:48:00;15.08.2019 01:53:00
4271;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Merkez Grup Amirliği;29.07.2019 17:29:00;29.07.2019 17:30:00;29.07.2019 17:34:00;29.07.2019 17:43:00;29.07.2019 17:48:00
4270;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;İhmal;Merkez Grup Amirliği;03.07.2019 14:49:00;03.07.2019 14:50:00;03.07.2019 14:52:00;03.07.2019 15:18:00;03.07.2019 15:22:00
4269;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Sigara;Merkez Grup Amirliği;20.06.2019 16:25:00;20.06.2019 16:26:00;20.06.2019 16:29:00;20.06.2019 16:33:00;20.06.2019 16:39:00
4268;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Elektrik Kontağı;Merkez Grup Amirliği;31.05.2019 13:58:00;31.05.2019 13:59:00;31.05.2019 14:01:00;31.05.2019 14:13:00;31.05.2019 14:18:00
4267;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Dikkatsizlik;Merkez Grup Amirliği;22.12.2018 18:59:00;22.12.2018 19:00:00;22.12.2018 19:05:00;22.12.2018 19:12:00;22.12.2018 19:20:00
4266;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Sigara;Merkez Grup Amirliği;12.10.2018 15:57:00;12.10.2018 15:58:00;12.10.2018 16:03:00;12.10.2018 16:06:00;12.10.2018 16:09:00
4265;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Dikkatsizlik;Merkez Grup Amirliği;11.10.2018 13:28:00;11.10.2018 13:29:00;11.10.2018 13:34:00;11.10.2018 13:39:00;11.10.2018 13:42:00
4264;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Merkez Grup Amirliği;18.09.2018 19:57:00;18.09.2018 19:58:00;18.09.2018 20:00:00;18.09.2018 20:10:00;18.09.2018 20:15:00
4263;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Tedbirsizlik;Merkez Grup Amirliği;06.08.2018 14:42:00;06.08.2018 14:43:00;06.08.2018 14:45:00;06.08.2018 15:53:00;06.08.2018 15:57:00
4262;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Merkez Grup Amirliği;14.05.2018 16:19:00;14.05.2018 16:20:00;14.05.2018 16:26:00;14.05.2018 16:33:00;14.05.2018 16:36:00
4261;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Merkez Grup Amirliği;04.03.2018 11:45:00;04.03.2018 11:46:00;04.03.2018 11:50:00;04.03.2018 12:10:00;04.03.2018 12:15:00
4260;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Merkez Grup Amirliği;03.02.2018 17:13:00;03.02.2018 17:14:00;03.02.2018 17:24:00;03.02.2018 17:29:00;03.02.2018 17:32:00
4259;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;KISMEN;Elektrik Yangını;Elektrik Kontağı;Merkez Grup Amirliği;21.12.2017 09:52:00;21.12.2017 09:53:00;21.12.2017 10:03:00;21.12.2017 10:08:00;21.12.2017 10:12:00
4258;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Asılsız İhbar;Merkez Grup Amirliği;24.10.2017 12:53:00;24.10.2017 12:54:00;24.10.2017 12:55:00;24.10.2017 12:55:00;24.10.2017 13:00:00
4257;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Merkez Grup Amirliği;10.10.2017 10:32:00;10.10.2017 10:33:00;10.10.2017 10:38:00;10.10.2017 10:45:00;10.10.2017 10:50:00
4256;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Dikkatsizlik;Merkez Grup Amirliği;06.04.2018 14:45:00;06.04.2018 14:46:00;06.04.2018 14:48:00;06.04.2018 14:59:00;06.04.2018 15:05:00
4255;KARESİ;ESKİ KUYUMCULAR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Merkez Grup Amirliği;17.03.2018 12:02:00;17.03.2018 12:03:00;17.03.2018 12:05:00;17.03.2018 12:18:00;17.03.2018 12:21:00
4254;BİGADİÇ;ESENLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;İhmal;Bigadiç Grup Amirliği;06.10.2019 18:41:00;06.10.2019 18:42:00;06.10.2019 19:00:00;06.10.2019 19:01:00;06.10.2019 20:30:00
4253;BİGADİÇ;ESENLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Bigadiç Grup Amirliği;04.10.2019 13:28:00;04.10.2019 13:29:00;04.10.2019 13:45:00;04.10.2019 15:20:00;
4252;BİGADİÇ;ESENLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bigadiç Grup Amirliği;25.09.2019 20:35:00;25.09.2019 20:36:00;25.09.2019 21:00:00;25.09.2019 21:01:00;25.09.2019 22:05:00
4251;BİGADİÇ;ESENLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Orman Yangını;Tedbirsizlik;Bigadiç Grup Amirliği;26.09.2018 16:51:00;26.09.2018 16:52:00;26.09.2018 17:07:00;26.09.2018 17:55:00;26.09.2018 18:10:00
4250;BİGADİÇ;ESENLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Anız Yangını;Dikkatsizlik;Bigadiç Grup Amirliği;12.08.2018 13:47:00;12.08.2018 13:48:00;12.08.2018 14:05:00;12.08.2018 14:45:00;12.08.2018 15:02:00
4249;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Havran Grup Amirliği;10.11.2019 12:41:00;10.11.2019 12:43:00;10.11.2019 13:00:00;10.11.2019 13:03:00;10.11.2019 13:26:00
4248;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Diğer;Havran Grup Amirliği;30.10.2019 10:01:00;30.10.2019 10:02:00;30.10.2019 10:09:00;30.10.2019 10:50:00;30.10.2019 11:03:00
4247;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Diğer;Havran Grup Amirliği;09.10.2019 18:57:00;09.10.2019 18:58:00;09.10.2019 19:10:00;09.10.2019 19:18:00;09.10.2019 19:30:00
4246;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Havran Grup Amirliği;29.09.2019 02:02:00;29.09.2019 02:03:00;29.09.2019 02:16:00;29.09.2019 02:31:00;29.09.2019 02:47:00
4245;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Havran Grup Amirliği;11.09.2019 19:45:00;11.09.2019 19:47:00;11.09.2019 20:02:00;11.09.2019 20:05:00;11.09.2019 20:20:00
4244;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Orman Yangını;Takviye Amaçlı;Havran Grup Amirliği;27.08.2019 19:49:00;27.08.2019 19:50:00;27.08.2019 20:05:00;27.08.2019 20:10:00;27.08.2019 20:25:00
4243;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;KISMEN;Orman Yangını;Sigara;Havran Grup Amirliği;23.04.2019 15:07:00;23.04.2019 15:08:00;23.04.2019 15:20:00;23.04.2019 16:10:00;23.04.2019 16:21:00
4242;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Havran Grup Amirliği;16.10.2018 11:34:00;16.10.2018 11:35:00;16.10.2018 11:50:00;16.10.2018 12:20:00;16.10.2018 12:35:00
4241;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Diğer;Havran Grup Amirliği;26.02.2018 13:48:00;26.02.2018 13:50:00;26.02.2018 14:08:00;26.02.2018 14:12:00;26.02.2018 14:23:00
4240;HAVRAN;ESELER;;YUZ_ON_IKI_CAGRI;TAMAMEN;Ev Yangını;Elektrik Kontağı;Havran Grup Amirliği;19.01.2018 05:31:00;19.01.2018 05:32:00;19.01.2018 05:49:00;19.01.2018 07:55:00;19.01.2018 08:04:00
4239;ALTIEYLÜL;ERTUĞRUL;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Merkez Grup Amirliği;03.05.2019 17:00:00;03.05.2019 17:01:00;03.05.2019 17:18:00;03.05.2019 17:52:00;03.05.2019 18:29:00
4238;ALTIEYLÜL;ERTUĞRUL;;YUZ_ON_IKI_CAGRI;TAMAMEN;Saman Yangını;Tedbirsizlik;Merkez Grup Amirliği;15.10.2018 17:01:00;15.10.2018 17:02:00;15.10.2018 17:30:00;15.10.2018 20:16:00;15.10.2018 20:40:00
4237;ALTIEYLÜL;ERTUĞRUL;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Merkez Grup Amirliği;19.08.2018 02:19:00;19.08.2018 02:20:00;19.08.2018 02:43:00;19.08.2018 04:14:00;19.08.2018 04:43:00
4236;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Kasıt;Edremit Grup Amirliği;10.01.2020 19:14:00;10.01.2020 19:15:00;10.01.2020 19:17:00;10.01.2020 19:32:00;10.01.2020 19:35:00
4235;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Edremit Grup Amirliği;08.07.2019 13:04:00;08.07.2019 13:05:00;08.07.2019 13:07:00;08.07.2019 13:22:00;08.07.2019 13:25:00
4234;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Diğer Yangınlar;Kasıt;Edremit Grup Amirliği;27.02.2019 11:31:00;27.02.2019 11:32:00;27.02.2019 11:35:00;27.02.2019 12:30:00;27.02.2019 12:34:00
4233;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Dikkatsizlik;Edremit Grup Amirliği;13.12.2018 18:58:00;13.12.2018 18:59:00;13.12.2018 19:02:00;13.12.2018 19:40:00;13.12.2018 19:44:00
4232;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Edremit Grup Amirliği;21.09.2018 08:39:00;21.09.2018 08:40:00;21.09.2018 08:43:00;21.09.2018 09:00:00;21.09.2018 09:04:00
4231;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;16.08.2018 23:33:00;16.08.2018 23:34:00;16.08.2018 23:37:00;16.08.2018 23:51:00;16.08.2018 23:55:00
4230;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;14.08.2018 14:58:00;14.08.2018 14:59:00;14.08.2018 15:03:00;14.08.2018 15:35:00;14.08.2018 15:40:00
4229;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;04.07.2018 16:09:00;04.07.2018 16:10:00;04.07.2018 16:13:00;04.07.2018 16:58:00;04.07.2018 17:02:00
4228;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;21.06.2018 15:04:00;21.06.2018 15:05:00;21.06.2018 15:08:00;21.06.2018 15:45:00;21.06.2018 15:50:00
4227;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;02.06.2018 16:41:00;02.06.2018 16:42:00;02.06.2018 16:46:00;02.06.2018 18:20:00;02.06.2018 18:25:00
4226;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;28.04.2018 19:09:00;28.04.2018 19:10:00;28.04.2018 19:13:00;28.04.2018 19:31:00;28.04.2018 19:35:00
4225;EDREMİT;EROĞLAN;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;;Edremit Grup Amirliği;18.01.2018 11:38:00;18.01.2018 11:39:00;18.01.2018 11:42:00;18.01.2018 12:15:00;18.01.2018 12:20:00
4224;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;17.09.2019 13:54:00;17.09.2019 13:55:00;17.09.2019 14:05:00;17.09.2019 17:05:00;17.09.2019 17:45:00
4223;BANDIRMA;ERİKLİ;;ASILSIZ_IHBAR;;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;12.09.2019 13:53:00;12.09.2019 13:54:00;12.09.2019 14:06:00;12.09.2019 14:35:00;12.09.2019 15:20:00
4222;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Saman Yangını;Dikkatsizlik;Bandırma Grup Amirliği;31.05.2019 13:37:00;31.05.2019 13:38:00;31.05.2019 13:47:00;31.05.2019 19:45:00;31.05.2019 20:00:00
4221;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Anız Yangını;Kasıt;Bandırma Grup Amirliği;12.08.2018 17:14:00;12.08.2018 17:15:00;12.08.2018 17:22:00;12.08.2018 17:24:00;12.08.2018 17:35:00
4220;BANDIRMA;ERİKLİ;;ASILSIZ_IHBAR;BASLANGIC_HALINDE;Ot Yangını;Asılsız İhbar;Bandırma Grup Amirliği;02.08.2018 20:04:00;02.08.2018 20:05:00;02.08.2018 20:10:00;02.08.2018 20:15:00;02.08.2018 20:20:00
4219;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Orman Yangını;Asılsız İhbar;Bandırma Grup Amirliği;26.07.2018 19:26:00;26.07.2018 19:27:00;26.07.2018 19:42:00;26.07.2018 19:55:00;26.07.2018 20:14:00
4218;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Anız Yangını;Diğer;Bandırma Grup Amirliği;07.07.2018 23:37:00;07.07.2018 23:38:00;07.07.2018 23:55:00;08.07.2018 00:30:00;08.07.2018 00:50:00
4217;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Bandırma Grup Amirliği;03.07.2018 15:22:00;03.07.2018 15:23:00;03.07.2018 15:35:00;03.07.2018 15:45:00;03.07.2018 16:30:00
4216;BANDIRMA;ERİKLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Dikkatsizlik;Bandırma Grup Amirliği;20.06.2018 22:43:00;20.06.2018 22:44:00;20.06.2018 22:53:00;21.06.2018 00:07:00;21.06.2018 00:20:00
4215;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Elektrik Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;05.10.2019 02:43:00;05.10.2019 02:44:00;05.10.2019 02:50:00;05.10.2019 03:27:00;05.10.2019 03:35:00
4214;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;30.09.2019 18:22:00;30.09.2019 18:23:00;30.09.2019 18:28:00;30.09.2019 19:25:00;30.09.2019 19:37:00
4213;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;12.09.2019 20:29:00;12.09.2019 20:30:00;12.09.2019 20:40:00;12.09.2019 21:05:00;12.09.2019 21:25:00
4212;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Bandırma Grup Amirliği;14.08.2019 12:27:00;14.08.2019 12:28:00;14.08.2019 12:33:00;14.08.2019 13:23:00;14.08.2019 13:33:00
4211;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;03.08.2019 16:16:00;03.08.2019 16:17:00;03.08.2019 16:20:00;03.08.2019 16:45:00;03.08.2019 16:50:00
4210;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;TAMAMEN;Ev Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;25.03.2019 22:17:00;25.03.2019 22:18:00;25.03.2019 22:38:00;26.03.2019 00:05:00;26.03.2019 00:35:00
4209;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;19.10.2018 18:48:00;19.10.2018 18:49:00;19.10.2018 18:54:00;19.10.2018 19:39:00;19.10.2018 19:45:00
4208;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;TAMAMEN;Ot Yangını;Tedbirsizlik;Bandırma Grup Amirliği;17.08.2018 21:05:00;17.08.2018 21:06:00;17.08.2018 21:18:00;17.08.2018 22:30:00;17.08.2018 22:45:00
4207;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Bandırma Grup Amirliği;21.07.2018 18:09:00;21.07.2018 18:10:00;21.07.2018 18:18:00;21.07.2018 18:42:00;21.07.2018 18:50:00
4206;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Trafik Kazası;Bandırma Grup Amirliği;20.07.2018 23:03:00;20.07.2018 23:04:00;20.07.2018 23:18:00;20.07.2018 23:30:00;20.07.2018 23:45:00
4205;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;16.07.2018 19:54:00;16.07.2018 19:55:00;16.07.2018 20:02:00;16.07.2018 20:30:00;16.07.2018 20:40:00
4204;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Bandırma Grup Amirliği;15.06.2018 17:46:00;15.06.2018 17:47:00;15.06.2018 18:00:00;15.06.2018 19:00:00;15.06.2018 19:25:00
4203;BANDIRMA;ERGİLİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Bandırma Grup Amirliği;04.02.2018 18:33:00;04.02.2018 18:34:00;04.02.2018 18:40:00;04.02.2018 19:05:00;04.02.2018 19:15:00
4202;İVRİNDİ;ERDEL;;YUZ_ON_IKI_CAGRI;KISMEN;Anız Yangını;Sigara;İvrindi Grup Amirliği;31.07.2019 17:55:00;31.07.2019 17:56:00;31.07.2019 18:15:00;31.07.2019 19:50:00;31.07.2019 20:15:00
4201;BALYA;ENVERPAŞA;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Balya Grup Amirliği;15.01.2020 23:22:00;15.01.2020 23:23:00;15.01.2020 23:25:00;15.01.2020 23:40:00;15.01.2020 23:45:00
4200;BALYA;ENVERPAŞA;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Elektrik Yangını;Elektrik Kontağı;Balya Grup Amirliği;01.09.2019 21:12:00;01.09.2019 21:13:00;01.09.2019 21:15:00;01.09.2019 21:25:00;01.09.2019 21:27:00
4199;BALYA;ENVERPAŞA;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Balya Grup Amirliği;14.06.2019 20:08:00;14.06.2019 20:09:00;14.06.2019 20:15:00;14.06.2019 20:16:00;14.06.2019 20:25:00
